Startup_Name,Industry_Vertical,City_Location,Investors_Name,Investment_Type,Amount_In_USD
Oyo,Consumer Internet,New Delhi,"Softbank, Sequoia Capital, Lightspeed Venture Partners, Greenoaks Capital, DSG Consumer Partners and Venture Nursery",Private Equity,100000000.00
PriceRaja,Consumer Internet,Gurgaon,Prashant Puri,Seed Funding,300000.00
MagicX,Consumer Internet,Bangalore,"Kris Gopalakrishnan, Dr. Ranjan Pai",Seed Funding,1000000.00
Happydemic,Consumer Internet,Mumbai,Shaan,Seed Funding,0.00
LenDenClub,Finance,Mumbai,"Anirudh Damani, Daud Ali, Narendra Karnavat, Vikas Kapoor, Vikram Lakhotia, Krishna Jhunjhunwaala, Jayesh Shah",Seed Funding,0.00
Indi.com,Consumer Internet,Mumbai,Anil Kapoor,Seed Funding,0.00
Legalraasta,Consumer Internet,New Delhi,"Pravin Khandelwal, Yatin Kumar Jain",Seed Funding,1000000.00
RainCan,Consumer Internet,Pune,Dr. Aniruddha Malpani,Seed Funding,150000.00
Hippily,eCommerce,Mumbai,"Dr. Sridhar Ramaswamy, Rakesh Mathur",Seed Funding,250000.00
kredX,eCommerce,Bangalore,"Prime Venture Partners,",Seed Funding,750000.00
Wedwise,Consumer Internet,New Delhi,StartUp Equity Partners,Seed Funding,0.00
BeaconsTalk,Technology,Mumbai,"Rajeev Agrawal, Prashant Gooty",Seed Funding,100000.00
Deal 4Loans,Consumer Internet,Noida,"Ram Shriram, Neeraj Arora, Puru Vashishtha",Seed Funding,0.00
RenewBuy,Consumer Internet,New Delhi,Mount Nathan Advisors,Seed Funding,1000000.00
Blue Box Media,Consumer Internet,Jaipur,"Mahavir Pratap Sharma, Ajay Data, Yogesh Chaudhary, Sanjay Phophaliya, Siddharth Agarwal, Kamal Kothari",Seed Funding,0.00
Vyomo,Consumer Internet,New Delhi,Naturals Salon Chain,Private Equity,15000000.00
Organicshop,eCommerce,Jaipur,"Vivek Nathani, Yogesh Chaudhary, Mahavir Pratap Sharma, Kamal Kothari, H C Jain",Seed Funding,0.00
MInd Your Fleet,Consumer Internet,Noida,Undisclosed Investors,Seed Funding,0.00
NestAway,Consumer Internet,Bangalore,Tiger Global,Private Equity,30000000.00
Tapchief,Consumer Internet,Bangalore,Vijay Shekhar Sharma,Seed Funding,150000.00
Rapido,Consumer Internet,Bangalore,"Pawan Munjal, AdvantEdge Partners, Astarc Ventures",Private Equity,0.00
Yufta,eCommerce,Bangalore,Ajay Data & other HNIs,Seed Funding,0.00
Smytten,eCommerce,Gurgaon,Rajan Anandan,Seed Funding,0.00
Houssup,Consumer Internet,Jaipur,"Mitin Patel, Gaurav Agarwal",Seed Funding,0.00
Jugnoo,Consumer Internet,Chandigarh,Paytm & existing investors,Private Equity,10000000.00
Tork Motocycles,Auto,Pune,"Bhavish Aggarwal, Ankit Bhati",Seed Funding,0.00
Betaout,eCommerce,Noida,"Stanford Angels, LetsVenture, Chennai Angels, Hyderabad Angels, Mumbai Angels",Private Equity,1500000.00
DriversCart,Consumer Internet,Chennai,ah! Ventures,Seed Funding,450000.00
LensKart,eCommerce,New Delhi,Ratan Tata,Private Equity,0.00
CollegeDekho,Consumer Internet,New Delhi,Man Capital,Private Equity,2000000.00
OYOfit,Consumer Internet,Bangalore,RN Agarwal,Seed Funding,0.00
Oliveboard,Consumer Internet,Bangalore,India Educational Investment Fund,Private Equity,0.00
Simplilearn,Consumer Internet,Bangalore,Brand Capital,Private Equity,0.00
1mg,eCommerce,Gurgaon,"Maverick Capital Ventures, Sequoia Capital, Omidyar Network",Private Equity,15000000.00
Fashalot,Consumer Internet,New Delhi,"YourNest Angel Fund, Rajul Garg",Seed Funding,0.00
Broomberg,Consumer Internet,New Delhi,Undisclosed Angel investors & HNIs,Seed Funding,0.00
m.paani,Consumer Internet,Mumbai,"Blume Ventures, Adil Allana, Aprameya Radhakrishna, Gautam Ivatury, Signal Point Partners",Seed Funding,0.00
Yufta,eCommerce,Jaipur,Ajay Data & undisclosed HNIs,Seed Funding,0.00
mishTag,Consumer Internet,New Delhi,"M&Y Partners, SVG Media, Anthil Ventures & others",Seed Funding,0.00
Advanced Structures India,Auto,Bangalore,GirnarSoft,Private Equity,0.00
Licious,eCommerce,Bangalore,Mayfield India II Management Ltd,Private Equity,3000000.00
Knolskae,Consumer Internet,Bangalore,"Inventus Capital Partners, HR Fund",Private Equity,0.00
Druva,Technology,Pune,"NTT Finance, Telephone Corporation",Private Equity,0.00
TOKO Innovation Studios,Consumer Internet,New Delhi,Indian Angel network,Seed Funding,450000.00
Commut,Consumer Internet,Hyderabad,50K Ventures,Seed Funding,200000.00
intouchapp,Consumer Internet,Pune,Blume Ventures,Seed Funding,0.00
Dropkaffe,Food & Beverage,Bangalore,"GrowthStory, Apurva Salapuria, Hitesh Oberoi, Sidharth Pansari, Nirupa Shankar",Seed Funding,550000.00
Transerv,Consumer Internet,Mumbai,"IDFC SPICE Fund, Micromax Informatics",Private Equity,15000000.00
ClearTax,Consumer Internet,Bangalore,"Max Levchin, Scott Banister",Private Equity,1300000.00
Roposo,eCommerce,Gurgaon,Bertelsmann India Investments,Private Equity,15000000.00
MilkBasket,Consumer Internet,Gurgaon,EVC Ventures,Seed Funding,500000.00
CareonGO,Consumer Internet,Pune,"Farooq Oomerbhoy, Anupam Mittal, Anand Mittal, Ravi Garikipati, Vibhu Garg, Singapore Angel Network, Konglo Ventures",Seed Funding,0.00
RailYatri,Consumer Internet,Noida,"Nandan Nilekani, Helion Ventures, Omidyar Networks, Blume Ventures",Private Equity,0.00
ICHR,Consumer Internet,New Delhi,Undisclosed,Seed Funding,450000.00
Murgency,Consumer Internet,Mumbai,Axilor Ventures,Private Equity,0.00
The Wedding Brigade,Consumer Internet,Mumbai,Blume Ventures & Other unnamed Investors,Seed Funding,600000.00
DocsApp,Consumer Internet,Bangalore,"Rebright Partners, Anand Rajaraman, Venky Harinarayan",Private Equity,1200000.00
Impact Guru,Consumer Internet,Mumbai,"RB Investments, Fundnel",Seed Funding,500000.00
LetReach,eCommerce,New Delhi,vCommission,Private Equity,100000.00
DriveU,Consumer Internet,Bangalore,Unitus Seed Fund,Seed Funding,0.00
Gympik,Consumer Internet,Bangalore,RoundGlass Partners,Private Equity,0.00
Testbook,Consumer Internet,Mumbai,S Chand & Co,Private Equity,0.00
IQlect,Technology,Bangalore,"Lip-Bu Tan, Michael Marks, Nicolas Braithwaite",Private Equity,0.00
MoMark,Consumer Internet,Noida,YourNest Angel Fund,Private Equity,600000.00
Skedool,Consumer Internet,Seattle / Bangalore,"Kludein LLC\\nPhanindra Sama, Narayan Ramachandran, Pranav Pai",Seed Funding,0.00
Systemantics,Technology,Bangalore,"Nandan Nilekani, Accel Partners",Private Equity,1400000.00
Vertuals,Technology,Mumbai,Dino Morea,Seed Funding,0.00
Imarticus Learning,Education,Mumbai,"Blinc Advisors, Amit Nanavati, Tashwinder Singh, Taranjit Jaswal, Amit Khanna",Private Equity,1000000.00
Shouut,Consumer Internet,New Delhi,Undisclosed investor,Seed Funding,500000.00
TinyStep,Consumer Internet,Bangalore,Matt Glickman,Private Equity,0.00
Aahaa,ECommerce,Chennai,"YourNest Angel Fund,",Private Equity,1000000.00
Arcatron Mobility,Technology,Pune,"Sudhir Mehta, Anoop Hingorani",Seed Funding,0.00
FTCash,Consumer Internet,Kolkata,IvyCap Ventures,Seed Funding,150000.00
Civilsdaily,Consumer Internet,New Delhi,Manoj Kumar & Other undisclosed investors,Seed Funding,0.00
Zappka,Consumer Internet,Gurgaon,"Daman Soni, Rajat Gupta & Others",Seed Funding,100000.00
Tarusa World,ECommerce,Mumbai,Mohit Gulati,Seed Funding,0.00
medECUBE,Healthcare,Gurgaon,Artiman Ventures,Private Equity,4000000.00
N.O.W,Consumer Internet,Noida,"Ruchirans Jaipuria, Anuj Sanghi",Seed Funding,500000.00
Ninjacart,ECommerce,Bangalore,"Accel Partners, Qualcomm Ventures, M&S Partners, Zop Smart",Private Equity,3000000.00
Reach,Consumer Internet,Bangalore,"Rebright Partners, Sol Primero, Sudhir Anandarao, Ankur Warikoo, Ankur Singla",Seed Funding,500000.00
Vanity Cube,Consumer Internet,New Delhi,Unicorn Ventures,Seed Funding,250000.00
Wooplr,ECommerce,Bangalore,"Naveen Tewari, Abhay Singhal, Amit Gupta, Piyush Shah, Raghunandan G, Rajiv Mehta",Seed Funding,0.00
Medidaili,Consumer Internet,Bangalore,Undisclosed private investors,Seed Funding,100000.00
Finomena,Technology,New Delhi,Matrix Partners India,Private Equity,0.00
Cookaroo,Consumer Internet,Bangalore,Vijay Krishna Yadav,Seed Funding,0.00
vPhrase Analytics,Technology,Mumbai,"Apoorv Ranjan Sharma, Daud Ali and others",Seed Funding,0.00
LoveCycles,Consumer Internet,Bangalore,Prime Venture Partners,Seed Funding,750000.00
Kartrocket,ECommerce,New Delhi,"Undisclosed Japanese investor, Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding Co Ltd, 500 Start-Ups",Private Equity,8000000.00
dunzo,Consumer Internet,Bangalore,"Aspada Investment Advisors, Blume Ventures.",Seed Funding,650000.00
Indiamart,ECommerce,Noida,Amadeus Capital,Private Equity,0.00
SmartVizX,Technology,Noida,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed Funding,500000.00
MyGubbi,Real Estate,Bangalore,"Vipul Parekh, ajesh K Murthy,",Seed Funding,2500000.00
Nukkad Shops,Consumer Internet,Hyderabad,PurpleTalk Inc,Seed Funding,1000000.00
Cloudacar,Consumer Internet,Pune,"Amit Choudhary, Anuj Puri",Seed Funding,0.00
Justride,Consumer Internet,Mumbai,Dheeraj Jain & Other angel investors,Seed Funding,400000.00
Yana,Consumer Internet,Gurgaon,"Puneet Gupta,",Seed Funding,0.00
Big Fish Ventures,Food & Beverage,New Delhi,Undisclosed investors,Private Equity,11100000.00
Stylflip,ECommerce,Mumbai,"Raj Gala Shah, Zaheer Memon",Seed Funding,0.00
Icertis,Technology,Pune/Seattle,"Ignition Partners, Greycroft Partners, Fidelity Growth Partners India",Private Equity,15000000.00
Supplified,ECommerce,New Delhi,Mohit Goel,Seed Funding,1000000.00
JollyFoodFellow,Technology,Ahmedabad,Janak Parikh,Seed Funding,0.00
PinkBlue,ECommerce,Bangalore,"Hari Krishna, Ajay Modani, Dr V Ravinder, Anirudh Rastogi, Abhishek Jain, Rakesh Gakhar, Rajeev Mudumba, Nagendra Prasad Bhanuprakash",Seed Funding,223608.00
TruckingCube,Logistics,New Delhi,Agarwal Movers Group,Private Equity,14900000.00
eSwasthya,Consumer Internet,Ahmedabad,Hemang Sahani,Seed Funding,0.00
FlipClass,Consumer Internet,Bangalore,"S Chand and Co Pvt Ltd, Blume Ventures",Private Equity,1000000.00
Proximit,Technology,Pune,Funding through 1Crowd platform,Seed Funding,150000.00
WithMe,Consumer Internet,Gurgaon,"Alex Kuruvilla, Pradeep Guha, Saket Dhankar, Rajan Pandhare",Seed Funding,250000.00
Gapoon,Consumer Internet,Bangalore,"Chandrashekar Tallapragada, Pankaj Kapoor",Seed Funding,180000.00
Avagmah,Consumer Internet,Bangalore,"Kris Gopalakrishnan, Atul Nishar",Seed Funding,0.00
WorkIndia,Consumer Internet,Mumbai,Beenext,Seed Funding,0.00
Wealthy,Consumer Internet,Bangalore,"Zishaan Hayath, Abhishek Goyal, Arjun and Rohan Malhotra, Harpreet Singh Grover, Gagan Dugal",Seed Funding,250000.00
Pramati,Healthcare,Noida,Undisclosed investors,Seed Funding,200000.00
Qlivery,Consumer Internet,Gurgaon,Swastika Company Ltd,Seed Funding,230000.00
HealthEnablr,Consumer Internet,Mumbai,Undisclosed investors,Seed Funding,800000.00
Liftiee,Consumer Internet,Mumbai,"Rannvijay Singh, Anita Hassanandani",Seed Funding,108000.00
Hello Curry,Food & Beverage,Hyderabad,Sashi Reddi & Other unnamed investors,Private Equity,1500000.00
goSporto,Consumer Internet,New Delhi,Naveen Gupta,Seed Funding,30000.00
OneClickWash,Consumer Internet,Gurgaon,Unitus Seed Fund,Seed Funding,0.00
Girnar Software,Consumer Internet,Jaipur,Google Capital,Private Equity,0.00
Room On Call,Consumer Internet,Gurgaon,CASHurDRIVE Marketing Pvt Ltd,Private Equity,2000000.00
Byju\\xe2\\x80\\x99s,Consumer Internet,Bangalore,"Sequoia India, Sofina",Private Equity,75000000.00
BigBasket,eCommerce,Bangalore,Abraaj Group,Private Equity,150000000.00
DrivoJoy,Consumer Internet,Bangalore,"Indian Angel Network, Tracxn Labs & Others",Seed Funding,600000.00
Smartron,Technology,Bangalore,Sachin Tendulkar,Private Equity,0.00
LifCare,Consumer Internet,Jaipur,"Rajul Garg, Alok Mittal, Kunal Shah, Rishi Mandawat, Dheeraj Jain, Sandeep Tandon, Dexter Angel Circle",Seed Funding,0.00
CreditSeva,Consumer Internet,Hyderabad,"Pix Vine Capital, Infocomm Development Authority of Singapore",Seed Funding,360000.00
CityShor,Consumer Internet,Ahmedabad,GAIN,Seed Funding,0.00
Endless Robotics,Technology,Hyderabad,"Devidas Desai, Vipul Gautam, Singapore Angel Network",Seed Funding,100000.00
SP Robotics,Technology,Chennai,"Indian Angel Network,",Seed Funding,300000.00
StalkBuyLove,eCommerce,New Delhi,"500 Startups, Littlerock, Singularity Ventures",Seed Funding,0.00
eKincare,Consumer Internet,Hyderabad,"BitChemy Ventures, Maheshwari Investments Pvt Ltd, Anshoo Gaur, Rama Krishna Reddy, Sandeep Seerapu",Private Equity,330000.00
HashLearn,Consumer Internet,Pune,"Bhavish Aggarwal, Binny Bansal, Rajan Anandan, Mekin Maheshwar, Sunil Kalra, Anupam Mittal, Krishna Mehra, Singapore Angel Network",Seed Funding,0.00
Wheelstreet,Consumer Internet,Bangalore,Broadbean Capital services,Private Equity,500000.00
Horntell,Consumer Internet,Gurgaon,"Bharanidharan Viswanathan, Sanjiv Mittal, Shobhit Shukla, Rahul Agarwal",Seed Funding,150000.00
Schoolkart,eCommerce,Noida,Undisclosed investors,Seed Funding,300000.00
HealthEminds,Consumer Internet,Bangalore,Robin Utthappa,Seed Funding,0.00
Babygogo,Consumer Internet,New Delhi,"Rajul Garg, Daljit Singh, Aditya Vij, Kishore Kumar, Shuchin Bajaj",Seed Funding,300000.00
Veritas Finance,Finance,Chennai,Sarva Capital,Private Equity,4700000.00
QikShip,Consumer Internet,New Delhi,undisclosed investors,Seed Funding,200000.00
FixNix,Consumer Internet,Chennai,Jay Vijayan,Seed Funding,500000.00
True Balance,Technology,Gurgaon,SoftBank Ventures Korea,Private Equity,0.00
Touchkin,Healthcare,Bangalore,"Alok Mittal, Amit Gupta, Anuj Srivastava, Himanshu Aggarwal, Raghunandan G, Puneet Agarwal",Seed Funding,400000.00
SwitchMe,Consumer Internet,Mumbai,"Mohandas Pai, Hiro Mashita, Singapore Angel Network, 500 Startups, Rajan Anandan, Ajay Sarupria",Seed Funding,0.00
Transcell,Healthcare,Hyderabad,Indian Angel Network,Seed Funding,0.00
Blue Tokai Coffee,ECommerce,New Delhi,Snow Leopard Technology Ventures,Seed Funding,0.00
Altizone,Technology,Pune,"Wipro Ventures, Lumis Partners",Private Equity,4000000.00
Oust App,Consumer Internet,Bangalore,"T V Mohandas Pai, Aarin Capital",Seed Funding,0.00
Strike,Consumer Internet,Bangalore,Multiple investors through Ten Minute Million competition,Seed Funding,22500.00
MaaxMarket,Consumer Internet,Mumbai,Multiple investors through Ten Minute Million competition,Seed Funding,22500.00
Gamooz,Technology,Gurgaon,Multiple investors through Ten Minute Million competition,Seed Funding,22500.00
SoundSurround,Technology,Mumbai,Multiple investors through Ten Minute Million competition,Seed Funding,22500.00
Mazkara,Consumer Internet,Pune / Dubai,Dunamis Ventures Pte Ltd.,Seed Funding,1000000.00
RoadGods,ECommerce,New Delhi,Green House Ventures (GHV),Seed Funding,100000.00
Pindropmusic,Consumer Internet,Noida,Green House Ventures (GHV),Seed Funding,100000.00
Woodpie,Consumer Internet,Bangalore,Ingram Content Group,Seed Funding,30000.00
Perfumery,ECommerce,New Delhi,Oranda Global & Others,Seed Funding,30000.00
Magic Crate,Education,Bangalore,"TV Mohandas Pai, Aarin Capital",Seed Funding,0.00
ZenDrive,Technology,Bangalore / SFO,"Sherpa Capital, Nyca Partners and Thomvest Ventures",Private Equity,13500000.00
Smartcooky,ECommerce,New Delhi,"Vandana Luthra,",Private Equity,0.00
Turtlemint,Consumer Internet,Mumbai,Nexus Venture Partners,Private Equity,0.00
BHIVE,Real Estate,Bangalore,"Raghunandan G, Venturesity, Arihant Patni",Seed Funding,0.00
Gingercrush,Ecommerce,Vadodara,"Saha Fund, TV Mohandas Pai, Zia Mody, Mumbai Angels, Ananda Kallugadde, Rakesh Desai, Rakesh Malhotra",Private Equity,1000000.00
American Vision,Consumer Internet,Pune,Undisclosed investors,Seed Funding,81000.00
DawaiLelo,Consumer Internet,Varanasi,Undisclosed investors,Seed Funding,52000.00
Heads Up For Tails,Ecommerce,New Delhi,Undisclosed investors,Seed Funding,1000000.00
LiveNutriFit,Healthcare,New Delhi,"Mohit Goel, Vinod Jain & Others",Seed Funding,0.00
Moglix,Ecommerce,New Delhi,Ratan Tata,Private Equity,0.00
iStyleYou,Consumer Internet,Gurgaon,Green House Ventures (GHV),Seed Funding,100000.00
AdUrCup,Consumer Internet,New Delhi,Green House Ventures (GHV),Seed Funding,100000.00
Weddingz,Consumer Internet,Mumbai,Sixth Sense Ventures,Private Equity,0.00
Urban Dhobi,Consumer Internet,Jaipur,"Vinod Bansal, Sanjeev Singhal",Seed Funding,0.00
Gray Routes,Consumer Internet,Mumbai,"Mahesh Parasuraman, Rahul Gautam & Others",Seed Funding,0.00
Xpressbees,ECommerce,Pune,"SAIF Partners, IDG Ventures India, Vertex Ventures, Valiant Capital",Private Equity,12500000.00
Invictus Oncology,Healthcare,New Delhi,Ratan Tata,Private Equity,0.00
Hansel.io,Technology,Bangalore,"Endiya Partners, Mekin Maheshwari, Rajesh Sawhney",Seed Funding,0.00
Inc42,Consumer Internet,New Delhi,"India Ventures, Aarin Capital & Others",Seed Funding,0.00
GOQii,Technology,Mumbai,Edelweiss Financial Services,Private Equity,0.00
Capzest,Consumer Internet,Mumbai,Lion Ventures,Seed Funding,200000.00
GlamStudios,Consumer Internet,Noida,Aqeel Ahmed,Seed Funding,0.00
Affimity,Consumer Internet,Bangalore,undisclosed investors,Seed Funding,1200000.00
Anandakanda,Technology,Pune,undisclosed investors,Seed Funding,150000.00
JoulestoWatts,Technology,Bangalore,Manipal Global Education Services,Seed Funding,0.00
Shopkirana,Consumer Internet,Indore,"Atul Jain, Anil Gelra, Jaikumar Nair",Seed Funding,0.00
Stylofie,Consumer Internet,Gurgaon,Jaideep Mehta,Seed Funding,0.00
OyBob,eCommerce,Gurgaon,Sachin Dalal,Seed Funding,0.00
ActOnMagic,Technology,Bangalore,Jayabalan Subramanian,Seed Funding,125000.00
Bonhomia,Food & Beverage,New Delhi,"Alok Rawat, Grey Orange Robotics",Seed Funding,1000000.00
iGrenEnergi,Technology,Mumbai,Sunil Mehta,Seed Funding,1000000.00
RKSV,Consumer Internet,Mumbai,Kalaari Capital,Private Equity,4000000.00
Aasaanjobs,Consumer Internet,Mumbai,"Aspada Advisors, IDG Ventures, Inventus Capital",Private Equity,5000000.00
Snapdeal,eCommerce,New Delhi,Ontario Teachers\\xe2\\x80\\x99 Pension Plan & Others,Private Equity,200000000.00
Jugnoo,Consumer Internet,Chandigarh,Saumya Tandon,Private Equity,0.00
Snapbizz,Technology,Bangalore,Ratan Tata,Private Equity,0.00
GoYaNo,Consumer Internet,Gurgaon,Mukesh Kumar Gupta,Seed Funding,50000.00
RentSher,Consumer Internet,Bangalore,"Vaibhav Doshi, Abhay Singhal, Vibhu Garg, Joby Babu, Abhishek Acharya, Manish Shah",Seed Funding,300000.00
Buddy,Finance,Bangalore,"Blume Ventures, Tracxn Labs",Seed Funding,500000.00
Legistify,Consumer Internet,New Delhi,Ranjit Singh,Seed Funding,0.00
TableHero,Consumer Internet,Bangalore,"GrowX Ventures, Kunal Shah, Sandeep Tandon, Haresh Chawla, Powai Lake Ventures, Globevestor",Seed Funding,1000000.00
BetterPlace,Technology,Bangalore,Unitus Seed Fund,Seed Funding,970000.00
Salebhai,eCommerce,Ahmedabad,"Virendra Shekhawat, Deepak Chokhani, Yogesh Patel & Others",Seed Funding,0.00
icustommadeit,eCommerce,Pune,"Brand Capital, Siddhivinayak Skyscrapers, Dinesh R. Challa",Private Equity,4000000.00
Tring,Consumer Internet,Pune,Vishwadeep Bajaj & Others,Seed Funding,0.00
Medinfi,Consumer Internet,Bangalore,"Rajnish Sinha, Prijit Debnath, Kanchan Ghoshal",Seed Funding,0.00
Timemytask,Consumer Internet,Mumbai,Lead Angels,Seed Funding,0.00
GameZop,Technology,New Delhi,"KWAN Entertainment & Marketing Solutions, Powerhouse Ventures & Others",Seed Funding,350000.00
Notary Mama,Consumer Internet,Bangalore,"Dr Nandish Domlur, Amit Sandill",Seed Funding,0.00
The Viral Fever,Consumer Internet,Mumbai,Tiger Global,Private Equity,10000000.00
Avanti Learning,Education,New Delhi,Michael & Susan Dell Foundation,Private Equity,5000000.00
Bollant Industries,Technology,Hyderabad,Ratan Tata,Private Equity,0.00
GetVee,Consumer Internet,New Delhi,"Lightspeed Venture Partners, K Ganesh",Private Equity,0.00
HealthKumbh,Consumer Internet,Ahmedabad,Undisclosed investor,Seed Funding,73000.00
Unlaze,Consumer Internet,Gurgaon,"Sujal Shah, Dino Morea",Seed Funding,0.00
